,reviewText,overall,Sentiment,review
1638,"This is NOT an Apple product as it states. I got a refund. I don't understand why Amazon allows them to say &#34;Apple Earpods&#34; when in fact it is some knock off brand. I actually sent a link of this to Apple, we know how they feel about people using their name.",1.0,0,apple product states got refund dont understand amazon allows say fact knock brand actually sent link apple know feel people using name
1639,I had to replace my old Iphone 4 headphones that have lasted me two years because all of a sudden one of the earbuds wasn't working. The new &#34;EarPods&#34; for the Iphone 5 are definitely a step up from the old ones. They fit better in my ear and the music is a lot more crisp compared to its predecessor. I'm also having an easier time skipping songs and using the fully functional mic than the old pair as well. Definitely skip the old earbuds and update to the new ones.,5.0,1,replace old iphone headphones lasted two years sudden one earbuds wasnt working new iphone definitely step old ones fit better ear music lot crisp compared predecessor im also easier time skipping songs using fully functional mic old pair well definitely skip old earbuds update new ones
1640,"Naturally, when one buys a new product, one expect new in every sense software the word. First use had shortages, as sound keeps cutting in and out., so I'm not sure if I got a new &#34;apple&#34; product. Then I check the case and it had so many scratches, that I have serious doubt. Haven't used it since...",3.0,0,naturally one buys new product one expect new every sense software word first use shortages sound keeps cutting im sure got new product check case many scratches serious doubt havent used since
1641,Great for listening to music. But terrible when talking on the phone I can hear the person ok the other end just fine but they can't hear me at all. It's annoying,3.0,0,great listening music terrible talking phone hear person ok end fine cant hear annoying
1642,Good product exactly as described.,5.0,1,good product exactly described
1643,"Just got them directly from Apple... if the Amazon site didn't say ""months"" for delivery would have bought them here. Sound is bassy, I like it. For under $30 from Apple what a deal.  These are incredible.  The fit is perfect. Includes a mic, so what more could you ask? Going to order another pair for my daughter's birthday.",5.0,1,got directly apple amazon site didnt say months delivery would bought sound bassy like apple deal incredible fit perfect includes mic could ask going order another pair daughters birthday
1644,"I love these ear buds!  I gave my son my original ear buds and used these with my iPhone4, macbookpro, and iMac.  I love them.  People hear me just fine on my iPhone.  They are very comfortable and stay in my ears.  Great buy!",5.0,1,love ear buds gave son original ear buds used macbookpro imac love people hear fine iphone comfortable stay ears great buy
1645,"I bought these when I misplaced an old sturdy pair of earbuds that I loved. I'm very picky about the fit as well as the sound quality.Pros: They look really nice, and they seem sturdy. The fit is good, they don't slip out and they're great for working out, cleaning, and so on. Also, they don't seem to get tangled very easily.Cons: The sound quality is awful. I mean really, really awful. I've bought $6 headphones that sound exactly the same. They can't handle any bass whatsoever, and the highs get completely washed out. I have to spend a good five minutes adjusting the settings on my equalizer on iTunes every time I want to listen to a different artist.Overall, I definitely wouldn't waste your money on these. Sony makes some of the best headphones I've used, and for the same amount of money, you can get something that sounds SO much better!",2.0,0,bought misplaced old sturdy pair earbuds loved im picky fit well sound qualitypros look really nice seem sturdy fit good dont slip theyre great working cleaning also dont seem get tangled easilycons sound quality awful mean really really awful ive bought headphones sound exactly cant handle bass whatsoever highs get completely washed spend good five minutes adjusting settings equalizer itunes every time want listen different artistoverall definitely wouldnt waste money sony makes best headphones ive used amount money get something sounds much better
1646,The bass is great. and i love it. it's great given i commute to school via public transport. it's a definite must,5.0,1,bass great love great given commute school via public transport definite must
1647,"I bought these when I lost my old apple earpods, and have been very happy with them.  The sound is noticeably better, and I don't get sore ears when I wear them for extended periods of time.  I've used them for jogging a lot and have never had an issue with them coming out.  Great product!",5.0,1,bought lost old apple earpods happy sound noticeably better dont get sore ears wear extended periods time ive used jogging lot never issue coming great product
1648,"THESE WERE FOR MY GRANDSON 13  YRS OLD  HE SAYS THEY ARE THE BEST , WITH GREAT SOUND .  I DO NOT PRETEND TO KNOW WHAT A 13 YR OLD IS THINKING, ONLY WHEN THEY EXPRESS IT ALOUD......",5.0,1,grandson yrs old says best great sound pretend know yr old thinking express aloud
1649,I refuse to wear any pair of other headphones. They seem to fit my ear perfect without being uncomfortable or falling out.,5.0,1,refuse wear pair headphones seem fit ear perfect without uncomfortable falling
1650,"They sound good, the mic worked as expected, but I get a terrible earache after wearing these things for only 20 minutes.  You can have the greatest sound in the world, but if it doesn't fit good or cause pain it really doesn't matter.  Big disappointment!",1.0,0,sound good mic worked expected get terrible earache wearing things minutes greatest sound world doesnt fit good cause pain really doesnt matter big disappointment
1651,"I just got these with my iPhone 5 and was very disappointed.  I think I have an average set of ears and these do not fit in my ears very well. Additionally, even when I shove them in the bass is poor and they sound tinny. Really disappointed.",1.0,0,got iphone disappointed think average set ears fit ears well additionally even shove bass poor sound tinny really disappointed
1652,"These are a big step up from my old Apple ear buds. The bass quality is excellent and I enjoy how they feel inside my ear more. The mic function works well-- I can always be heard clearly. I have saved the hard case the came in, and use it for travel and storing my headphones.",5.0,1,big step old apple ear buds bass quality excellent enjoy feel inside ear mic function works well always heard clearly saved hard case came use travel storing headphones
1653,There earbuds by apple.,5.0,1,earbuds apple
1654,"These are one of the best headphones ever. They fit perfectly, they have a good bass, good noise reduction, and are cheaper the real deal. Get them.",5.0,1,one best headphones ever fit perfectly good bass good noise reduction cheaper real deal get
1655,NOT SUPPORTIVE OF MY GALAXY 3. IT DOES NOT ANSWER OR LET YOU CALL OUT. I COULD NOT USE THE VOLUME. COULD PLAYBACK EITHER . FOR $30.00 I AM VERY DISAPOINTED,1.0,0,supportive galaxy answer let call could use volume could playback either disapointed
1656,"I ordered these so I could talk on my iphone while driving and the mic is faulty. At first, I thought I just always had bad service, but the problem only happens when I'm using the headphones. Bummer. I might as well have paid five dollars for a cheap pair.",1.0,0,ordered could talk iphone driving mic faulty first thought always bad service problem happens im using headphones bummer might well paid five dollars cheap pair
1657,"I like the small remote on the cord, and unlike my old Apple earbuds, these are shaped to fit better in your ears. While the sound was better than my old Apple earbuds, they didn't stay in my ears very well. I ran 5 miles with them and found myself constantly adjusting them. These are a great option for casual use, but not for running.",3.0,0,like small remote cord unlike old apple earbuds shaped fit better ears sound better old apple earbuds didnt stay ears well ran miles found constantly adjusting great option casual use running
1658,Ear pods are the best buy for any apple product where headphones are needed. They are Very durable with quality sound.,5.0,1,ear pods best buy apple product headphones needed durable quality sound
1659,My son just wanted the earbuds that come with Apple products as they fit his ear better then the ones you have to actually stick in your ear.  I thought I would try these as the reviews were good.  Got them for him for Christmas.  HE LOVES them.  A great purchase for sure.,5.0,1,son wanted earbuds come apple products fit ear better ones actually stick ear thought would try reviews good got christmas loves great purchase sure
1660,Much more comfortable design and the sound is great.  I was pleased by these as an extra set for my iPhone 4,5.0,1,much comfortable design sound great pleased extra set iphone
1661,The other ones would fall out of my ears all of the time! These do not!  So much better! I am a happy iPod listener now!,5.0,1,ones would fall ears time much better happy ipod listener
1662,"These earpods are great , Fit the ear and the music is good. Music and listening to audiobooks works great.",5.0,1,earpods great fit ear music good music listening audiobooks works great
1663,"There is nothing wrong with the earpods, they are awesome.  They fit in my ears perfectly and sound really good.  I hate the ear phones that come standard with the ipod shuffles.  These are ergonomically designed.  I also bought ear phones that go inside the ear canal, which I hate.  It feels like a pressure and like someone has their fingers in my ears.  I can't say enough good things about these.  A must buy.",5.0,1,nothing wrong earpods awesome fit ears perfectly sound really good hate ear phones come standard ipod shuffles ergonomically designed also bought ear phones go inside ear canal hate feels like pressure like someone fingers ears cant say enough good things must buy
1664,&#1606;&#1601;&#1587; &#1587;&#1605;&#1575;&#1593;&#1575;&#1578; &#1588;&#1585;&#1603;&#1577; &#1575;&#1576;&#1604; &#1575;&#1604;&#1582;&#1575;&#1589;&#1577; &#1576;&#1570;&#1610;&#1601;&#1608;&#1606; 5 &#1548; &#1608;&#1602;&#1583; &#1575;&#1587;&#1578;&#1604;&#1605;&#1578;&#1607;&#1575; &#1605;&#1594;&#1604;&#1601;&#1577; &#1576;&#1581;&#1575;&#1604;&#1577; &#1605;&#1605;&#1578;&#1575;&#1586;&#1577; &#1603;&#1605;&#1575; &#1604;&#1608; &#1571;&#1606;&#1607;&#1575; &#1601;&#1610; &#1603;&#1585;&#1578;&#1608;&#1606; &#1575;&#1604;&#1570;&#1610;&#1601;&#1608;&#1606; &#1605;&#1606; &#1605;&#1578;&#1580;&#1585; &#1571;&#1576;&#1604;,5.0,1,
1665,"These are my favorite Apple earphones yet. The sound is great, they're comfortable, and I feel that the shape allows for better, deeper sound without me having to press them deeply into my ears.",5.0,1,favorite apple earphones yet sound great theyre comfortable feel shape allows better deeper sound without press deeply ears
1666,They came in perfect conditions and a lot faster than I expected. They are very comfortable. I am very pleased with my purchase.,5.0,1,came perfect conditions lot faster expected comfortable pleased purchase
1667,"I have tried several different brands of replacements off of my boys iPod, and my Wife's Walkman, and different ones around the house,  and by far the Apple sounds the best with the cleanest sound with the best crispest highs and thumping lows, they sound the best for the money by far!!! These are the APPLE brand EarPods, be careful of the ones that list them for less than $29 because there are a lot of them listed for a lot less and they look just like the factory Apple EarPods and even say OEM or something misleading, but if you read the other brands description  I'm might say packaged by ??????, some other name than Apple, or in the description it might say not in Apple retail package, and that's because there's is not Apple Brand, and the knock off brand that looks the same, they are not even close to the same in sound quality so I have been told!!! To me worth spending a little extra knowing what you are getting!!! And they are about the same price here as what they are at Walmart.",5.0,1,tried several different brands replacements boys ipod wifes walkman different ones around house far apple sounds best cleanest sound best crispest highs thumping lows sound best money far apple brand earpods careful ones list less lot listed lot less look like factory apple earpods even say oem something misleading read brands description im might say packaged name apple description might say apple retail package thats theres apple brand knock brand looks even close sound quality told worth spending little extra knowing getting price walmart
1668,my wife said that she thought the ear phones supposed to all hurt and uncomfortable. but she thinks these are different. these are great and much more comfortable than the earlier type from iphone.,5.0,1,wife said thought ear phones supposed hurt uncomfortable thinks different great much comfortable earlier type iphone
1669,"These are excellent sounding headphones. The new design makes the buds fit into your ear like a glove. I got these for my new iPhone and the extra remote functionalities to control playback, etc. built into the center bar (where the microphone is) make it even more useful.",5.0,1,excellent sounding headphones new design makes buds fit ear like glove got new iphone extra remote functionalities control playback etc built center bar microphone make even useful
1670,"This generation of ear-pods work better than the previous generation. Clear bright sound. they fit better in the ear canal too, comfortable fit",5.0,1,generation earpods work better previous generation clear bright sound fit better ear canal comfortable fit
1671,"I go through several a year due to me catching the line on items in the yard like limbs, mower handles, rakes etc.I now try to keep the EarPods line inside my garment to avoid yanking it out.ProsEven though I'm rough on these, I like their controls.My wife has never replaced hers, so my roughness is on me not the product.Cons,Price, I think these should be under $20 delivered.",5.0,1,go several year due catching line items yard like limbs mower handles rakes etci try keep earpods line inside garment avoid yanking outproseven though im rough like controlsmy wife never replaced roughness productconsprice think delivered
1672,"I have been wanting to try these for awhile but was holding off because my current headphones still worked fine. I almost got excited when my current headphones started going out, so i ordered these. All the reviews i had read were leading me to believe that these were awesome. Things i have heard were more comfort, and the sound quality being much better. Well i am very dissatisfied with the product. First off they don't fit snug to your ear. I though maybe this was just my ears but after research found that this is the intent. So they are loose in my ear which always gives me the feeling that people around me can hear everything playing through it, even though i was assured they cannot. When i put them in and press down so that they are snug against my ear, the reviews were correct the bass and sound was much better. However when they are simply in your ear there is almost no bass at all, the sound isnt bad however it just sounds like a stereo blasting with full trebble and no bass so it is kind of irritating. As far as comfort goes at first it is nice, but then like all other headphones you feel the need to take them out after about 30 minutes. Not to mention that the loose fit gives you the feeling that they are always about to fall out. If i had a spare set to last me i would return them right away, not that they are horrible non working headphones. I would just rather have a pair of skull candy headphones that fit snug in my ear and sound fantastic for half the price. I would give it 1 star, i would say no stars but what can i say noise comes out of them so they did at least one thing right.",1.0,0,wanting try awhile holding current headphones still worked fine almost got excited current headphones started going ordered reviews read leading believe awesome things heard comfort sound quality much better well dissatisfied product first dont fit snug ear though maybe ears research found intent loose ear always gives feeling people around hear everything playing even though assured put press snug ear reviews correct bass sound much better however simply ear almost bass sound isnt bad however sounds like stereo blasting full trebble bass kind irritating far comfort goes first nice like headphones feel need take minutes mention loose fit gives feeling always fall spare set last would return right away horrible non working headphones would rather pair skull candy headphones fit snug ear sound fantastic half price would give star would say stars say noise comes least one thing right
1673,"These things don't stay in my ear if I move around at all.They're okay for just laying in bed listening to music, but other than that, I would not recommend them.",2.0,0,things dont stay ear move around alltheyre okay laying bed listening music would recommend
1674,"Pros:Better sound than I expected.Mic worked well when in the car.Fits in Lifeproof case without that annoying cord adapter (that gives horrible interference and is a pain on the butt to use.)I have looked and looked for this feature and can't find it on any other headphone. Help!!Cons:Falls out of ears when turning head, running etc. Enough to drive me crazy. Why the slopey slippery plastic?Why oh why can't Apple just make an earphone with a rubberized tip that stays in the ear?",2.0,0,prosbetter sound expectedmic worked well carfits lifeproof case without annoying cord adapter gives horrible interference pain butt usei looked looked feature cant find headphone helpconsfalls ears turning head running etc enough drive crazy slopey slippery plasticwhy oh cant apple make earphone rubberized tip stays ear
1675,"The EarPods are much more comfortable than previous apple earbuds. The sound is quite good. These are great for general, casual use, nothing too complicated but have all the necessary features.",4.0,1,earpods much comfortable previous apple earbuds sound quite good great general casual use nothing complicated necessary features
1676,"These headphones are SO MUCH BETTER than the old apple headphones. They sound so much better (even have bass!) and feel much more comfortable. Mic/remote is larger and more responsiveThese probably stack up to several $50 headphones sets in terms of quality of sound and comfort. They wont beat a $300 Beats set, but these definitely blow the old apple headphones out of the water! A must buy for iPhone owners!",5.0,1,headphones much better old apple headphones sound much better even bass feel much comfortable micremote larger responsivethese probably stack several headphones sets terms quality sound comfort wont beat beats set definitely blow old apple headphones water must buy iphone owners
1677,"Good product, looking forward to using it more in the coming months.  Thanks apple for a nice set of ear buds.",4.0,1,good product looking forward using coming months thanks apple nice set ear buds
1678,"When I bought this pair of headphones they came quicker than I expected them to. When I got them the microphone didn't work, so the company sent me a new pair that work wonderfully.",5.0,1,bought pair headphones came quicker expected got microphone didnt work company sent new pair work wonderfully
1679,I'm quite satisfied with the earplugs I tried them once when I got them and then the wife took them and I haven't seen them since. I guess I will purchase more.,4.0,1,im quite satisfied earplugs tried got wife took havent seen since guess purchase
1680,"I actually bought these to use with my Galaxy S3 Android phone as well as my iPod Classic. It does not work with Android phones. I suppose I should have researched it before hand but I assumed it would work because my older iPod headphones worked with Android phones. I'm going to keep these headphones anyway because they do work with my iPod Classic. The volume up and volume down as well as the pause buttons work well with the iPod. The ear buds do tend to fall out of my ears fairly often. Also, they are not very comfortable. I use them in bed often. I can't lay on my side because they give me a slight pain if I lay on my ear. Some headphones hurt when I lay on them, some don't. My major complaint is that it does not work with phones other than Apple phones. I'd suggest to skip this product and go with a more universal set that will work with any phone.",2.0,0,actually bought use galaxy android phone well ipod classic work android phones suppose researched hand assumed would work older ipod headphones worked android phones im going keep headphones anyway work ipod classic volume volume well pause buttons work well ipod ear buds tend fall ears fairly often also comfortable use bed often cant lay side give slight pain lay ear headphones hurt lay dont major complaint work phones apple phones id suggest skip product go universal set work phone
1681,"Wanted an extra pair of these new earbuds. THey are a GIGANTIC improvement over the previous standard Apple earbuds. The sound is clear, they fit pretty tight in the ear to block out sound, and the Bass is MUCH improved.Just as an FYI, what I do is leave my &#34;music&#34; default EQ to &#34;off&#34; for podcasts, and I change it to &#34;Rock&#34; for music. If you do that it will help the sound quality for your music. (if you don't know, it is in the iPod/iPhone &#34;settings&#34; app, then scroll down to &#34;Music&#34;, then in there change the EQ setting)",5.0,1,wanted extra pair new earbuds gigantic improvement previous standard apple earbuds sound clear fit pretty tight ear block sound bass much improvedjust fyi leave default eq podcasts change music help sound quality music dont know ipodiphone app scroll change eq setting
1682,I am really impressed with these speakers. They produce a high quality sound and are really comfortable to wear. These are the best earphones at this price point.,5.0,1,really impressed speakers produce high quality sound really comfortable wear best earphones price point
1683,"Well, I guess Imust just be some sort of anatomical freak! After all the hype about these things being so ergonometrically designed to fit the un-round shape of the human ear, in my case the old roundies fit better. I can't get these new ones to stay in my ears at all!! If I switch them around, right for left, they actually fit better, but then the sound is way too bassy. If there is a way to try them on before you buy.... like at an Apple store perhaps, I would definitely do that before ordering sight unseen to avoid being disappointed.  On another point, I felt that the packaging was way over the top! Not only was it composed of an excessive amount of unnecessary plastic and cardboard, I now seem unable to successfully get the headphones and cords back into the case in the same configuration in which they arrived. Of course, no hints for this are given in the instruction manual, since it is presumably assumed that this should be intuitively apparent to anyone who might have ever owned an Apple product. I hope maybe my son will be able to use these stupid things!",1.0,0,well guess imust sort anatomical freak hype things ergonometrically designed fit unround shape human ear case old roundies fit better cant get new ones stay ears switch around right left actually fit better sound way bassy way try buy like apple store perhaps would definitely ordering sight unseen avoid disappointed another point felt packaging way top composed excessive amount unnecessary plastic cardboard seem unable successfully get headphones cords back case configuration arrived course hints given instruction manual since presumably assumed intuitively apparent anyone might ever owned apple product hope maybe son able use stupid things
1684,Great item,5.0,1,great item
1685,"I'm too old to be fooling around with this stuff - but I am.  I'm hearing impaired and found that the ear buds definately help, but I do NOT understand what remote and mic mean.I have not tried any less expensive ear buds so don't know if a $10 pair would do the same job or not.",4.0,1,im old fooling around stuff im hearing impaired found ear buds definately help understand remote mic meani tried less expensive ear buds dont know pair would job
1686,"Brocken in 1 week, microphone downs work anymore and sound quality in really really bad. Not worthy.Brocken in 1 week, microphone downs work anymore and sound quality in really really bad. Not worthy.",1.0,0,brocken week microphone downs work anymore sound quality really really bad worthybrocken week microphone downs work anymore sound quality really really bad worthy
1687,"I can't prove it-yet, but I a have some doubts that these are not made by apple. They look exactly like the ones apple makes. but they feel different and if you pay close attention, look different. There was no apple logo on the box, and the mic is terrible when speaking on the phone.I will try to double check to make sure that I payed for original ones.",2.0,0,cant prove ityet doubts made apple look exactly like ones apple makes feel different pay close attention look different apple logo box mic terrible speaking phonei try double check make sure payed original ones
1688,"Came without flaws. I have used it for a month and it works fine. Sound quality isn't outstanding, but it's fine for the average person. You won't feel like you are missing out.",5.0,1,came without flaws used month works fine sound quality isnt outstanding fine average person wont feel like missing
1689,"for the price its good, treble is good, bass, not so much, dont usually fall out unless you move alot, then again... depends on you ears",4.0,1,price good treble good bass much dont usually fall unless move alot depends ears
1690,Great disgn. Great Sound. I have never thaught that headphones can be so good.When I put in my ears I do not whant take it off.,5.0,1,great disgn great sound never thaught headphones goodwhen put ears whant take
1691,I needed new headphones for my iPhone and I purchased these out of necessity and they are alright. I would probably go with a higher quality next time i need to purchase headphones.,4.0,1,needed new headphones iphone purchased necessity alright would probably go higher quality next time need purchase headphones
1692,"These new EarPods fit much better in the ear than the original Apple earbuds. And they sound much better than the original ones, too, with more bass response. You can also control a bunch of iPhone functions using the volume buttons.",5.0,1,new earpods fit much better ear original apple earbuds sound much better original ones bass response also control bunch iphone functions using volume buttons
1693,"The sound quality is really good. I bought teh firts one for an iPod Classic 160 GB, and it was a good experiencie hearing my music library. I bought many brands before but from now on i`ll buy Apple EarPods.",5.0,1,sound quality really good bought teh firts one ipod classic gb good experiencie hearing music library bought many brands ill buy apple earpods
1694,"I was having the older pair of apple earphones which i always suspected had some problems. I am not a big fan of the in-ear earphones. However, decided to give the new earpods a try. I am blown away by the sound effects. While it may not be comparable to the high end earphones like Bose etc,  I would say it worth every cent of its cost... The Bass reproduction is decent.. Since I don't have a i-phone did not test its microphone. Listening to music on itouch with this earpod is a pleasure. :)",5.0,1,older pair apple earphones always suspected problems big fan inear earphones however decided give new earpods try blown away sound effects may comparable high end earphones like bose etc would say worth every cent cost bass reproduction decent since dont iphone test microphone listening music itouch earpod pleasure
1695,Because they are awesome! Great sound on any kind of music and works great for microphone as well. Highly recommend...,5.0,1,awesome great sound kind music works great microphone well highly recommend
1696,"The new EarPods work much better than the original earphones. As with the old earphones, they still needed something to make them stay in better. They work great with ACOUSTIBUDS. That's all I can say...",4.0,1,new earpods work much better original earphones old earphones still needed something make stay better work great acoustibuds thats say
1697,"I highly anticipated these supposedly revolutionary headphones but they keep going quiet in one of their two speakers on each bud. Having two microphones, I had to insert them to whatever made sound at the current moment and one day they switched speakers for each bud so I had to remember the left one goes in the opposite direction than the right. I eventually threw these away. The sound quality's mediocre and they're not very comfortable or of good value for the price. I clean my ears with a swab but they accumulated wax quickly.",2.0,0,highly anticipated supposedly revolutionary headphones keep going quiet one two speakers bud two microphones insert whatever made sound current moment one day switched speakers bud remember left one goes opposite direction right eventually threw away sound qualitys mediocre theyre comfortable good value price clean ears swab accumulated wax quickly
1698,"I have had two types of earpbuds. Either 1: great fit and barely acceptable sound, or 2: fantastic sound, but they just DON'T stay in your ear. Well, the new earpods are my heroes to the rescue. The are the best combination of great sound and great fit I've ever had. Also there are some other things to know:- they're actually shorter than normal earbuds (which I love because the wire isn't all over the place when I'm exercising)- they're semi noise cancelling (not as good as some, but for the price...AMAZING)So basically, these ARE the next best thing in headphones, especially for the price.",5.0,1,two types earpbuds either great fit barely acceptable sound fantastic sound dont stay ear well new earpods heroes rescue best combination great sound great fit ive ever also things know theyre actually shorter normal earbuds love wire isnt place im exercising theyre semi noise cancelling good priceamazingso basically next best thing headphones especially price
1699,"Honestly , these are the best earbuds I have ever owned. I have a closet full of several models to prove it. These are comfortable and do not constantly fall out of my ear or get sweaty in my ear.I own three pair for convienence, one for my purse, one for the home, one for the gym. This way I never lose them.",5.0,1,honestly best earbuds ever owned closet full several models prove comfortable constantly fall ear get sweaty eari three pair convienence one purse one home one gym way never lose
1700,They come with their hard-plastic box which helps maintain the earpods in a good quality. Although I had problems with tracking the package the item had an excellent delivery. They are very comfortable and have a very good sound and pitch in realton to other earphones! LIKE!!,5.0,1,come hardplastic box helps maintain earpods good quality although problems tracking package item excellent delivery comfortable good sound pitch realton earphones like
1701,"I borrowed these headphones from my friend who just upgraded to iPhone 5 and didn't want the headphones that came in the box ... fyi , I'm trying them with my iPhone 4s playing Opera , Acoustic and pop songs with EQ set to Base Boost. they are nicely packed and beautifully designed but they are miserable when it comes to sound quality ... I watched the apple video commercial and thought they have done it right this time but gosh they haven't ! They sound as bad as the previous generation , maybe 10 % clearer but nothing to write home about ... I'm just wondering who has written all these positive reviews here , they are either apple cults or those have never tried a better pair of headphones. Please respect your ears and buy a higher or equally priced headphones made by sony , sennheiser or any other quality brand , I guarantee they will sound much much better.",1.0,0,borrowed headphones friend upgraded iphone didnt want headphones came box fyi im trying iphone playing opera acoustic pop songs eq set base boost nicely packed beautifully designed miserable comes sound quality watched apple video commercial thought done right time gosh havent sound bad previous generation maybe clearer nothing write home im wondering written positive reviews either apple cults never tried better pair headphones please respect ears buy higher equally priced headphones made sony sennheiser quality brand guarantee sound much much better
1702,"I had it for almost a month, and I like it so farI can't tell the difference in sound quality compare to previous earpods and other ear phones that I had.it fits in my ear, but it feels like it's going to come out (not really secured in my ear imo)I gave it a 4 stars, because I mainly use this for my phone to listen to music (Galaxy S2). The pause button works, but volume button does not work (didn't test the mic).it's pretty good ear phone (earPod), and I would recommend to my friends and somebody looking for new ear phone.",4.0,1,almost month like fari cant tell difference sound quality compare previous earpods ear phones hadit fits ear feels like going come really secured ear imoi gave stars mainly use phone listen music galaxy pause button works volume button work didnt test micits pretty good ear phone earpod would recommend friends somebody looking new ear phone
1703,"Poor sound quality, bad construction, broke within a week of purchasing them. Don't even bother buying them. Not worth the money. Not an apple product.",1.0,0,poor sound quality bad construction broke within week purchasing dont even bother buying worth money apple product
1704,They do exactly what they say they do.  The shape definitely helps keep the buds in the ear.  Sound is perfectly fine.,4.0,1,exactly say shape definitely helps keep buds ear sound perfectly fine
1705,It broke without reason a couple days into my careful usage. I was very disappointed. I'll rethink my choices more wisely from now on,1.0,0,broke without reason couple days careful usage disappointed ill rethink choices wisely
1706,Not as good as I thought this item would be from reading the write up. Had hoped for better adveritsement,2.0,0,good thought item would reading write hoped better adveritsement
1707,"I bought the earpods as a gift for my 26-year-old nephew. He seems quite pleased with them, but I can't give you any specifics because I have not been around since he used them.",4.0,1,bought earpods gift nephew seems quite pleased cant give specifics around since used
1708,"I have always been a fan of non-noise isolating earbuds and these are really really good. the bass is a little heavy, the highs do compensate for it .. the mids are lacking a bit though. and really good fit, doesn't fall out at all.unfortunately since i switched to the samsung galaxy s3, they are wasted. if only the industry would have a standard for the phone jacks!!",4.0,1,always fan nonnoise isolating earbuds really really good bass little heavy highs compensate mids lacking bit though really good fit doesnt fall allunfortunately since switched samsung galaxy wasted industry would standard phone jacks
1709,Nothing beats these ear pods. My son has tried so many different brands but Apple has come out with the most comfortable and high quality sound for a reasonable price. Good job Apple.,5.0,1,nothing beats ear pods son tried many different brands apple come comfortable high quality sound reasonable price good job apple
1710,Order came on time. Ear buds sound great! I love the remote to be able to stop it without having to log onto the device.,5.0,1,order came time ear buds sound great love remote able stop without log onto device
1711,"I like the way music sounds through Apple's ear-pods, which is why I always rebuy them [from Target or Wal-Mart] when they break (which is every month for me). I don't abuse my ear-pods, nor do I use them religiously, but the side with the remote on it always seems to die on me.I had my worst experience with these ear-pods yesterday, when-for absolutely NO reason may I add-the jack of the product broke in the port of my iPod. The broken jack piece was way too small to take out easily; I struggled with it for hours. And eventually I pulled it out! Just kidding, I pulled out yet another broke piece of the already broken jack that was stuck in my iPod. I wasn't being rough with it while trying to pull it out but the jack seemed to be falling apart in my iPod. I freaked out about it and was sure my I would need to replace my iPod port by the end of all of this, but my dad (who is an electrical engineer) managed to safely take the jack piece out without ruining my iPod.I will NEVER NEVER NEVER buy Apple ear-pods again. I wouldn't buy them (or plug them into any ports on my electronics) if they were the only ear-pods in the world.Sure they sound good for a little bit, but seriously, don't waste your money. I would recommend Sony's ear-phones (which are btw 1/2 the price of Apple's ear-pods).If I wasn't so sure this incident was NOT a result of me being rough with the ear-pods I wouldn't be writing this review. I know it wasn't me and that it was the product. Take my advice to heart and don't buy these. Things ended well for me and my iPod, but don't be so sure things will go the same for you and any product these ear-pods decide to fall apart in.",1.0,0,like way music sounds apples earpods always rebuy break every month dont abuse earpods use religiously side remote always seems die mei worst experience earpods yesterday whenfor absolutely reason may addthe jack product broke port ipod broken jack piece way small take easily struggled hours eventually pulled kidding pulled yet another broke piece already broken jack stuck ipod wasnt rough trying pull jack seemed falling apart ipod freaked sure would need replace ipod port end dad electrical engineer managed safely take jack piece without ruining ipodi never never never buy apple earpods wouldnt buy plug ports electronics earpods worldsure sound good little bit seriously dont waste money would recommend sonys earphones btw price apples earpodsif wasnt sure incident result rough earpods wouldnt writing review know wasnt product take advice heart dont buy things ended well ipod dont sure things go product earpods decide fall apart
1712,Love the new EarPods so much more than the old ear buds. They are so comfortable and the sound is great. Can't live without the remote control feature!,5.0,1,love new earpods much old ear buds comfortable sound great cant live without remote control feature
1713,I love the form. It fits into your ear without hurting after a while. The sound is good. I can recommend it.,5.0,1,love form fits ear without hurting sound good recommend
1714,Product is exactly as described and nothing more. If you need some of these then this is a good buy.,5.0,1,product exactly described nothing need good buy
1715,They are a cheap knockoff of the newer apple ear buds. They hurt while they are in your ears and broke after a week. Avoid these!,1.0,0,cheap knockoff newer apple ear buds hurt ears broke week avoid
1716,"The product sold here is authentic by Apple. The sound quality and microphone are solid and the EarPods are very comfortable. Still, the product is a bit pricey, but blame that on Apple :)",4.0,1,product sold authentic apple sound quality microphone solid earpods comfortable still product bit pricey blame apple
